,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,
Pycnodonte,Late Turonian,Mollusca,Bivalvia,Ostreida,Gryphaeidae,Pycnodonte,"stationary, attached",epifaunal,9,234,27,12,8,26,29,4,0,0,0,0,0,0,20,5,0,7,0,0,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,No
Pyrazus,Late Cenomanian,Mollusca,Gastropoda,Sorbeoconcha,Batillariidae,Pyrazus,actively mobile,epifaunal,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No
Pyrifusus,0,Mollusca,Gastropoda,Neogastropoda,Melongenidae,Pyrifusus,actively mobile,epifaunal,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No
Pyropsis,0,Mollusca,Gastropoda,Neogastropoda,Tudiclidae,Pyropsis,actively mobile,epifaunal,3,19,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No
Quitmaniceras,0,Mollusca,Cephalopoda,Ammonitida,Acanthoceratidae,Quitmaniceras,fast-moving,nektonic,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Quitmanites,0,Mollusca,Cephalopoda,Ammonitida,Parahoplitidae,Quitmanites,fast-moving,nektonic,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Radiolitella,0,Mollusca,Bivalvia,Hippuritida,Radiolitidae,Radiolitella,"stationary, attached",0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,No
Radiolites,0,Mollusca,Bivalvia,Hippuritida,Radiolitidae,Radiolites,"stationary, attached",0,0,7,8,1,1,0,3,0,0,0,0,0,0,0,2,6,0,1,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,No
Rapidoplacenticeras,0,Mollusca,Cephalopoda,Ammonitida,Desmoceratidae,Beudanticeras,fast-moving,nektonic,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Rastellum,0,Mollusca,Bivalvia,Ostreida,Ostreidae,Rastellum,"stationary, attached",epifaunal,0,3,0,0,0,2,4,3,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,No
Reesidites,0,Mollusca,Cephalopoda,Ammonitida,Collignoniceratidae,Reesidites,fast-moving,nektonic,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Reginaites,0,Mollusca,Cephalopoda,Ammonitida,Collignoniceratidae,Reginaites,fast-moving,nektonic,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Remera,0,Mollusca,Gastropoda,Neogastropoda,Fasciolariidae,Remera,actively mobile,epifaunal,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No
Remnita,0,Mollusca,Gastropoda,Neogastropoda,Turridae,Remnita,actively mobile,epifaunal,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No
Retroceramus,0,Mollusca,Bivalvia,Myalinida,Inoceramidae,Retroceramus,facultatively mobile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes
Retusa,0,Mollusca,Gastropoda,Cephalaspidea,Retusidae,Retusa,actively mobile,epifaunal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Rhabdotophorus,0,Mollusca,Bivalvia,Unionida,Unionidae,Rhabdotophorus,facultatively mobile,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes
Rhaeboceras,0,Mollusca,Cephalopoda,Ammonitida,Scaphitidae,Rhaeboceras,fast-moving,nektonic,0,4,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Rhamphidoceras,0,Mollusca,Cephalopoda,Ammonitida,Acanthoceratidae,Rhamphidoceras,fast-moving,nektonic,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Rhombopsis,0,Mollusca,Gastropoda,Neogastropoda,Melongenidae,Rhombopsis,actively mobile,epifaunal,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Rhombovomeria,0,Mollusca,Gastropoda,0,Aporrhaidae,Rhombovomeria,slow-moving,semi-infaunal,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,Yes
Rhynchostreon,Late Cenomanian,Mollusca,Bivalvia,Ostreida,Gryphaeidae,Rhynchostreon,"stationary, attached",epifaunal,0,0,0,1,0,17,76,9,1,0,0,0,0,0,1,0,0,0,0,1,6,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,No
Rhyncolites,0,Mollusca,Cephalopoda,0,0,Rhyncolites,fast-moving,nektonic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Rhytidoplites,0,Mollusca,Cephalopoda,Ammonitida,Parahoplitidae,Rhytidoplites,fast-moving,nektonic,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Richterella,0,Mollusca,Cephalopoda,Ammonitida,Ataxioceratidae,Richterella,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Ringicula,0,Mollusca,Gastropoda,Architectibranchia,Ringiculidae,Ringicula,actively mobile,0,0,60,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,NA,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No
Ringinella,Late Cenomanian,Mollusca,Gastropoda,Architectibranchia,Ringiculidae,Ringinella,actively mobile,epifaunal,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No
Riselloidea,0,Mollusca,Gastropoda,0,Eucyclidae,Calliotropis (Riselloidea),actively mobile,epifaunal,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Rissoina,0,Mollusca,Gastropoda,0,Rissoidae,Rissoina,actively mobile,epifaunal,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No
Rodighieroites,0,Mollusca,Cephalopoda,Ammonitida,Neocomitidae,Rodighieroites,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Roemeroceras,0,Mollusca,Cephalopoda,Ammonitida,Acanthoceratidae,Roemeroceras,fast-moving,nektonic,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Roloboceras,0,Mollusca,Cephalopoda,Ammonitida,Douvilleiceratidae,Roloboceras,fast-moving,nektonic,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Romaniceras,0,Mollusca,Cephalopoda,Ammonitida,Acanthoceratidae,Romaniceras (Romaniceras),fast-moving,nektonic,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Roudairia,0,Mollusca,Bivalvia,Veneroidei,Arcticidae,Roudairia,facultatively mobile,infaunal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes
Sabbaiceras,0,Mollusca,Cephalopoda,Ammonitida,Neocomitidae,Sabbaiceras,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Saghalinites,0,Mollusca,Cephalopoda,Ammonitida,Tetragonitidae,Saghalinites,fast-moving,nektonic,0,10,7,5,0,0,0,0,0,0,0,0,0,0,5,1,1,2,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Salaziceras,0,Mollusca,Cephalopoda,Ammonitida,Flickiidae,Salaziceras,fast-moving,nektonic,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Salinites,0,Mollusca,Cephalopoda,Ammonitida,Oppeliidae,Salinites,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Sanmartinoceras,0,Mollusca,Cephalopoda,Ammonitida,Oppeliidae,Sanmartinoceras,fast-moving,nektonic,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Sarasinella,0,Mollusca,Cephalopoda,Ammonitida,Neocomitidae,Sarasinella,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Sargana,Middle Campanian,Mollusca,Gastropoda,Neogastropoda,Muricidae,Sargana,actively mobile,epifaunal,0,18,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No
Sassia,Middle Campanian,Mollusca,Gastropoda,0,Ranellidae,Sassia,actively mobile,epifaunal,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Sauvagesia,0,Mollusca,Bivalvia,Hippuritida,Radiolitidae,Sauvagesia,"stationary, attached",0,0,1,12,15,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,No
Saxolucina,0,Mollusca,Bivalvia,Lucinida,Lucinidae,Saxolucina,facultatively mobile,deep infaunal,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes
Scalarites,0,Mollusca,Cephalopoda,Ammonitida,Diplomoceratidae,Scalarites,fast-moving,nektonic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Scambula,Middle Campanian,Mollusca,Bivalvia,Carditida,Crassatellidae,Scambula,facultatively mobile,shallow infaunal,0,24,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,No
Scanochiton,0,Mollusca,Polyplacophora,0,Scanochitonidae,Scanochiton,"facultatively mobile, attached",epifaunal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Yes
Scaphander,0,Mollusca,Gastropoda,Cephalaspidea,Cylichnidae,Scaphander,actively mobile,epifaunal,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No
Scaphella,0,Mollusca,Gastropoda,Neogastropoda,Volutidae,Scaphella,actively mobile,epifaunal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Scaphites,0,Mollusca,Cephalopoda,Ammonitida,Scaphitidae,Scaphites,fast-moving,nektonic,0,0,37,19,43,55,29,18,0,0,0,0,0,0,62,27,0,8,2,0,16,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Schizobasis,0,Mollusca,Gastropoda,Neogastropoda,Pholidotomidae,Schizobasis,actively mobile,epifaunal,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No
Schloenbachia,Middle Cenomanian,Mollusca,Cephalopoda,Ammonitida,Schloenbachiidae,Schloenbachia,fast-moving,nektonic,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Sciponoceras,0,Mollusca,Cephalopoda,Ammonitida,Baculitidae,Sciponoceras,fast-moving,nektonic,0,0,0,0,1,14,36,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Scissurella,0,Mollusca,Gastropoda,0,Scissurellidae,Scissurella,actively mobile,epifaunal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Scobinidola,0,Mollusca,Gastropoda,Architectibranchia,Acteocinidae,Scobinidola,actively mobile,epifaunal,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Selwynoceras,0,Mollusca,Cephalopoda,Ammonitida,Collignoniceratidae,Collignoniceras,fast-moving,nektonic,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Semenoviceras,0,Mollusca,Cephalopoda,Ammonitida,Hoplitidae,Semenoviceras (Semenoviceras),fast-moving,nektonic,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Semiformiceras,0,Mollusca,Cephalopoda,Ammonitida,Oppeliidae,Semiformiceras,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Semisolarium,0,Mollusca,Gastropoda,0,Trochidae,Semisolarium,actively mobile,epifaunal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Septifer,0,Mollusca,Bivalvia,Mytilida,Mytilidae,Septifer,"stationary, attached",0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,No
Serrifusus,0,Mollusca,Gastropoda,Neogastropoda,Melongenidae,Serrifusus,actively mobile,epifaunal,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Seymourosphaera,0,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Austrosphaera,actively mobile,epifaunal,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Seymourtula,0,Mollusca,Bivalvia,Pectinida,Limidae,Seymourtula,"stationary, attached",low-level epifaunal,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Yes
Sharpeiceras,0,Mollusca,Cephalopoda,Ammonitida,Acanthoceratidae,Sharpeiceras,fast-moving,nektonic,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Siberiptychites,0,Mollusca,Cephalopoda,Ammonitida,Polyptychitidae,Siberiptychites (Siberiptychites),fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Sigatica,0,Mollusca,Gastropoda,0,Naticidae,Sigatica,actively mobile,semi-infaunal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,Yes
Silesites,0,Mollusca,Cephalopoda,Ammonitida,Silesitidae,Silesites,fast-moving,nektonic,0,0,0,0,0,0,0,2,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Simbirskites,0,Mollusca,Cephalopoda,Ammonitida,Polyptychitidae,Simbirskites,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Simoceras,0,Mollusca,Cephalopoda,Ammonitida,Simoceratidae,Simoceras,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Sinzovia,0,Mollusca,Cephalopoda,Ammonitida,Oppeliidae,Sinzovia,fast-moving,nektonic,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Siphonalia,0,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Siphonalia,actively mobile,epifaunal,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Siphonaria,0,Mollusca,Gastropoda,Basommatophora,Siphonariidae,Siphonaria,"facultatively mobile, attached",epifaunal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Yes
Solariaxis,0,Mollusca,Gastropoda,0,Architectonicidae,Architectonica (Solariaxis),actively mobile,epifaunal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Solariorbis,Middle Campanian,Mollusca,Gastropoda,0,Turbinidae,Solariorbis,actively mobile,epifaunal,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No
Solarium,0,Mollusca,Gastropoda,0,Architectonicidae,Solarium,actively mobile,epifaunal,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Solenoceras,0,Mollusca,Cephalopoda,Ammonitida,Diplomoceratidae,Solenoceras,fast-moving,nektonic,0,7,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Solgerites,0,Mollusca,Cephalopoda,Ammonitida,Collignoniceratidae,Solgerites,fast-moving,nektonic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Solyma,0,Mollusca,Bivalvia,Cardiida,Tellinidae,Solyma,facultatively mobile,infaunal,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,No
Sonneratia,0,Mollusca,Cephalopoda,Ammonitida,Hoplitidae,Sonneratia,fast-moving,nektonic,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Spathites,0,Mollusca,Cephalopoda,Ammonitida,Acanthoceratidae,Spathites,fast-moving,nektonic,0,0,0,0,0,97,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Sphaera,0,Mollusca,Bivalvia,Lucinida,Lucinidae,Sphaera,facultatively mobile,deep infaunal,0,0,0,0,0,0,7,2,7,1,3,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,No
Sphaerulites,0,Mollusca,Bivalvia,Hippuritida,Radiolitidae,Sphaerulites,"stationary, attached",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Yes
Sphenoceramus,0,Mollusca,Bivalvia,Myalinida,Inoceramidae,Inoceramus (Sphenoceramus),facultatively mobile,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes
